,Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference,zip
2771,Russia Corners Historic District,Herkimer,07/25/1996,96NR00966,-75.0797915957,43.2571799965,POINT (-75.0797915957 43.2571799965),13431
2772,"Chevalier, Xavier, House",Jefferson,09/27/1985,90NR01120,-76.2436676643,44.1602235612,POINT (-76.2436676643 44.1602235612),13618
2773,Morton Memorial Library,Ulster,02/21/1997,97NR01156,-74.4796719462,42.1340866757,POINT (-74.4796719462 42.1340866757),12465
2774,United States Post Office-Lake Placid,Essex,11/17/1988,90NR00493,-73.9837067481,44.2850934824,POINT (-73.9837067481 44.2850934824),12946
2775,K. WHITTELSEY (Tugboat),Ulster,11/21/2002,02NR04969,-73.9696254737,41.9224862439,POINT (-73.9696254737 41.9224862439),12401
2776,"Van Wagenen, Jacobus, Stone House",Ulster,08/12/1999,99NR01488,-74.1763998996,41.8039810797,POINT (-74.1763998996 41.8039810797),12440
2777,Bellinger-Dutton House,Schoharie,12/07/2005,05NR05482,-74.3346432411,42.6038254382,POINT (-74.3346432411 42.6038254382),12122
2778,Rose Hill,Albany,11/10/1982,90NR01633,-73.9032286312,42.7027580472,POINT (-73.9032286312 42.7027580472),12084
2779,Waverly Junior/Senior High School,Tioga,11/07/1997,97NR01266,-76.5377097504,42.0038227823,POINT (-76.5377097504 42.0038227823),14892
2780,Lowville Masonic Temple,Lewis,09/19/2008,08NR05840,-75.4911051867,43.786084629,POINT (-75.4911051867 43.786084629),13367
2781,Cochecton Railroad Station,Sullivan,03/16/2005,04NR05328,-75.0451535618,41.7173829577,POINT (-75.0451535618 41.7173829577),12726
2782,Cathedral of All Saints,Albany,07/25/1974,90NR02810,-73.757755861,42.6546217932,POINT (-73.757755861 42.6546217932),12210
2783,Our Lady of Victory Roman Catholic Church,Monroe,03/12/1992,91NR00156,-77.6088499771,43.1590870523,POINT (-77.6088499771 43.1590870523),14604
2784,Astral Apartments,Kings,10/29/1982,90NR01327,-73.9575676679,40.7317336212,POINT (-73.9575676679 40.7317336212),11222
2785,Hillside Cemetery,Orange,09/07/1994,94NR00710,-74.4296947233,41.4427593514,POINT (-74.4296947233 41.4427593514),10940
2786,"Kane, John P., Mansion",Suffolk,09/26/1985,90NR01909,-73.419977062,40.8987072427,POINT (-73.419977062 40.8987072427),11743
2787,"Rogers, Nathaniel, House",Suffolk,03/15/2005,04NR05267,-72.3003705743,40.9373303274,POINT (-72.3003705743 40.9373303274),11962
2788,"Frisbee, Judge Gideon, House",Delaware,12/12/1976,90NR00274,-74.8909644716,42.2993823032,POINT (-74.8909644716 42.2993823032),13842
2789,Community Theatre,Ulster,07/22/1979,90NR01101,-74.0045596489,41.9291257041,POINT (-74.0045596489 41.9291257041),12401
2790,Norton Farm,Oneida,07/11/1985,90NR02049,-75.3934219101,43.0645321664,POINT (-75.3934219101 43.0645321664),13323
2791,"Hanford, Uriah, House",Yates,08/24/1994,94NR00643,-77.0759327092,42.6535026041,POINT (-77.0759327092 42.6535026041),14527
2792,Hopkins House,Niagara,05/30/2003,03NR05053,-78.6936069216,43.1781061536,POINT (-78.6936069216 43.1781061536),14094
2793,Gallatin Reformed Church and Cemetery,Columbia,07/29/2021,21NR00027,-73.7031535846,42.0201829847,POINT (-73.7031535846 42.0201829847),12502
2794,Montour Falls Union School,Schuyler,11/28/2012,12NR06352,-76.8434061532,42.3496792588,POINT (-76.8434061532 42.3496792588),14865
2795,Old Stone Barracks,Clinton,02/18/1971,90NR00174,-73.4445654659,44.6808029008,POINT (-73.4445654659 44.6808029008),12903
2796,"Hair, Uriah, House",Yates,08/24/1994,94NR00675,-76.9764266476,42.5316394346,POINT (-76.9764266476 42.5316394346),14837
2797,"Brown, James, House",New York,08/11/1983,90NR00806,-74.0094952051,40.7258535684,POINT (-74.0094952051 40.7258535684),10013
2798,"Johnston, Capt. Simon, House",Jefferson,06/17/1982,90NR01183,-76.0881682555,44.2420040717,POINT (-76.0881682555 44.2420040717),13624
2799,Reynolds Arcade,Monroe,10/04/1985,90NR01499,-77.6121216117,43.1562213046,POINT (-77.6121216117 43.1562213046),14614
2800,Niagara Falls Armory,Niagara,03/02/1995,95NR00777,-79.0539332411,43.0977228224,POINT (-79.0539332411 43.0977228224),14301
2801,Hillside Methodist Church,Dutchess,07/09/1987,90NR00337,-73.9109396887,41.8851151193,POINT (-73.9109396887 41.8851151193),12572
2802,"Casa Amadeo, antigua Casa Hernandez",Bronx,03/23/2001,00NR01717,-73.9014399399,40.8191663218,POINT (-73.9014399399 40.8191663218),10455
2803,Peterboro Land Office,Madison,09/07/1984,90NR01418,-75.6870632111,42.9675136229,POINT (-75.6870632111 42.9675136229),13408
2804,"Bronck, Pieter, House",Greene,12/24/1967,90NR00540,-73.8468145247,42.3455319936,POINT (-73.8468145247 42.3455319936),12051
2805,Mexico Academy and Central School,Oswego,11/14/1991,91NR00025,-76.2344683858,43.4605346318,POINT (-76.2344683858 43.4605346318),13114
2806,"Pease, Daniel and Miriam, House",Oswego,02/26/2002,02NR01893,-76.5602266168,43.4265694453,POINT (-76.5602266168 43.4265694453),13126
2807,Rundel Memorial Library,Monroe,10/04/1985,90NR01500,-77.6082639898,43.1541382652,POINT (-77.6082639898 43.1541382652),14604
2808,South Presbyterian Church,Onondaga,03/27/2017,16NR00130,-76.1459659328,43.0256259448,POINT (-76.1459659328 43.0256259448),13207
2809,"Seward, William H., House",Cayuga,10/15/1966,90NR00103,-76.5665242049,42.9293340064,POINT (-76.5665242049 42.9293340064),13021
2810,Orange Mill Hill Historic District,Orange,05/01/1997,97NR01150,-74.0588711945,41.5227652131,POINT (-74.0588711945 41.5227652131),12550
2811,"Noyes, John, House",Yates,08/24/1994,94NR00654,-76.925160964,42.5222986683,POINT (-76.925160964 42.5222986683),14837
2812,"Rogers, Archibald, Estate - Crumwold",Dutchess,09/02/1993,90NR02900,-73.9388468546,41.7794845302,POINT (-73.9388468546 41.7794845302),12538
2813,"Jones, Samuel and Johanna Farm",Montgomery,05/27/1993,92NR00383,-74.1043715473,42.9641309668,POINT (-74.1043715473 42.9641309668),12010
2814,Parkside Candy Shoppe and Factory,Erie,11/16/2015,15NR00083,-78.8260363362,42.9517661534,POINT (-78.8260363362 42.9517661534),14214
2815,North Star School District #11,Monroe,09/10/2014,14NR06564,-77.8599178206,43.3188415092,POINT (-77.8599178206 43.3188415092),14468
2816,Minton's Playhouse,New York,09/18/1985,90NR00851,-73.9524102611,40.8046540526,POINT (-73.9524102611 40.8046540526),10026
2817,Union Presbyterian Church,Monroe,01/05/2005,04NR05271,-77.7516480467,43.0218436812,POINT (-77.7516480467 43.0218436812),14546
2818,Temple Emanu-El,Richmond,08/02/2007,06NR05684,-74.1336025515,40.6322893554,POINT (-74.1336025515 40.6322893554),10302
2819,Belt-Gaskin House,Cayuga,10/05/2005,05NR05478,-76.5758091333,42.9202965072,POINT (-76.5758091333 42.9202965072),13021
2820,Donnelly House,Columbia,08/02/2000,00NR01582,-73.4334304779,42.4470524391,POINT (-73.4334304779 42.4470524391),12029
2821,North Main Street Historic District,Cayuga,02/03/1993,92NR00358,-76.4215282138,42.715687883,POINT (-76.4215282138 42.715687883),13118
2822,"Delong, Zopher, House",Warren,09/29/1984,90NR02705,-73.6490574335,43.3113705531,POINT (-73.6490574335 43.3113705531),12801
2823,"Sixth Street, Building at 82",Nassau,11/14/1978,91NR00198,-73.641069614,40.7216837989,POINT (-73.641069614 40.7216837989),11530
2824,Broadway-Flushing Historic District,Queens,05/12/2006,05NR05505,-73.8015941697,40.7666086767,POINT (-73.8015941697 40.7666086767),11358
2825,Russian Orthodox Cathedral of the Transfiguration of Our Lord,Kings,04/16/1980,90NR01271,-73.9533245772,40.719465525,POINT (-73.9533245772 40.719465525),11211
2826,Titus--Bunce House,Suffolk,09/26/1985,90NR01849,-73.4510693827,40.8744672818,POINT (-73.4510693827 40.8744672818),11724
2827,First Baptist Church,Montgomery,01/21/1994,93NR00445,-74.3454392535,42.848557911,POINT (-74.3454392535 42.848557911),12072
2828,Menzo Wheeler House,Jefferson,09/06/1990,90NR02999,-76.19762071,44.0814817914,POINT (-76.19762071 44.0814817914),13622
2829,McCarthy Building,Rensselaer,03/05/1970,90NR00978,-73.6917827744,42.7319942891,POINT (-73.6917827744 42.7319942891),12180
2830,St. John's Episcopal Church,Niagara,05/10/1990,91NR03351,-79.0496073849,43.2537314053,POINT (-79.0496073849 43.2537314053),14174
2831,Hardenbergh-Jekins Farm,Ulster,08/17/2020,20NR00021,-74.1628982586,41.6987863005,POINT (-74.1628982586 41.6987863005),12525
2832,Christ Church,Monroe,02/12/2008,91NR00158,-77.6006805542,43.156139526,POINT (-77.6006805542 43.156139526),14604
2833,First Baptist Church,Oswego,11/15/1988,90NR02165,-76.0775822756,43.6439132995,POINT (-76.0775822756 43.6439132995),13145
2834,Hickory Hill,Columbia,10/07/1983,90NR00227,-73.8186609689,42.0939605113,POINT (-73.8186609689 42.0939605113),12526
2835,House at 137 Prospect Avenue,Nassau,02/18/1988,90NR01748,-73.6500042084,40.848862274,POINT (-73.6500042084 40.848862274),11579
2836,Bowes House,Suffolk,09/26/1985,90NR01906,-73.4235768279,40.900755201,POINT (-73.4235768279 40.900755201),11743
2837,Broad Exchange Building,New York,04/13/1998,97NR01275,-74.0107649917,40.7058720715,POINT (-74.0107649917 40.7058720715),10004
2838,"Brown, Gen. Jacob, Mansion",Jefferson,11/19/1980,90NR01162,-75.9827293525,44.0052128196,POINT (-75.9827293525 44.0052128196),13615
2839,Valentown Hall,Ontario,05/09/1997,97NR01204,-77.4353885791,43.0263529773,POINT (-77.4353885791 43.0263529773),14564
2840,Dundee Village Historic District,Yates,04/10/2007,06NR05610,-76.9737443195,42.5233528424,POINT (-76.9737443195 42.5233528424),14837
2841,Third Ward Historic District Boundary Amendment,Monroe,,20NR00057,-77.6172646787,43.1479603533,POINT (-77.6172646787 43.1479603533),14608
2842,Pultz Farmhouse,Dutchess,07/09/1987,90NR00346,-73.8682379339,41.9004661193,POINT (-73.8682379339 41.9004661193),12572
2843,AME Zion Church of Kingston,Ulster,03/03/2021,20NR00121,-74.0110088277,41.9179993181,POINT (-74.0110088277 41.9179993181),12401
2844,C. Rieger's Sons Factory,Bronx,05/27/2004,03NR05200,-73.9163830275,40.8143859566,POINT (-73.9163830275 40.8143859566),10455
2845,Chelsea Historic District,New York,12/06/1977,90NR00924,-74.0033691575,40.745339632,POINT (-74.0033691575 40.745339632),10011
2846,Quarry Farm,Chemung,03/13/1975,90NR00137,-76.7851775955,42.1119831791,POINT (-76.7851775955 42.1119831791),14901
2847,Old Town Green Historic District,Suffolk,09/26/1985,90NR01833,-73.4152333519,40.8754790127,POINT (-73.4152333519 40.8754790127),11743
2848,Rugby Congregational Church,Kings,08/17/2020,19NR00068,-73.930956373,40.6503170418,POINT (-73.930956373 40.6503170418),11203
2849,BaggΓÇÖs Square East Historic District,Oneida,07/24/2017,16NR00084,-75.2232483137,43.1031707456,POINT (-75.2232483137 43.1031707456),13501
2850,Mooers Riverside Cemetery,Clinton,09/14/2018,18NR00036,-73.5866290973,44.9595535499,POINT (-73.5866290973 44.9595535499),12958
2851,Corning Armory,Steuben,05/18/2003,02NR05027,-77.0542984699,42.1483597813,POINT (-77.0542984699 42.1483597813),14831
2852,Clark House,Onondaga,02/14/1997,96NR01130,-76.169494533,43.022372592,POINT (-76.169494533 43.022372592),13207
2853,Angelica Park Circle Historic District,Allegany,01/31/1978,90NR00029,-78.0146233756,42.3069662133,POINT (-78.0146233756 42.3069662133),14709
2854,House at 362 Sea Cliff Avenue,Nassau,02/18/1988,90NR01760,-73.649544659,40.8497346319,POINT (-73.649544659 40.8497346319),11579
2855,"Brewster, Nathaniel, House",Suffolk,02/28/2008,07NR05777,-73.1029643363,40.9433629545,POINT (-73.1029643363 40.9433629545),11733
2856,"Van Buren, David, House",Oswego,06/09/1988,90NR02141,-76.4284731063,43.3608820889,POINT (-76.4284731063 43.3608820889),13069
2857,Mountain Athletic Club Grounds,Delaware,10/29/2020,19NR00102,-74.5349282563,42.1558763854,POINT (-74.5349282563 42.1558763854),12430
2858,Pine Hollow Cemetery,Nassau,07/27/2018,15NR00062,-73.5365285627,40.8600722114,POINT (-73.5365285627 40.8600722114),11771
2859,First Houses,New York,12/18/1979,90NR00945,-73.986184794,40.7237428633,POINT (-73.986184794 40.7237428633),10009
2860,Alcove Historic District,Albany,07/24/1980,90NR02765,-73.9259489112,42.4690479776,POINT (-73.9259489112 42.4690479776),12046
2861,Brocton Arch,Chautauqua,02/22/1996,96NR00933,-79.4410385673,42.3887866846,POINT (-79.4410385673 42.3887866846),14716
2862,Midway Park,Chautauqua,03/13/2009,08NR05951,-79.4224307253,42.2008808411,POINT (-79.4224307253 42.2008808411),14712
2863,Fredella Avenue Historic District,Warren,09/29/1984,90NR02710,-73.639292741,43.3093040937,POINT (-73.639292741 43.3093040937),12801
2864,Oakwood Avenue Presbyterian Church,Rensselaer,11/21/2012,12NR06383,-73.679924286,42.7398702242,POINT (-73.679924286 42.7398702242),12180
2865,Smith-Voorhees-Covenhoven House,Montgomery,02/03/2022,20NR00043,-74.3414075202,42.8855295243,POINT (-74.3414075202 42.8855295243),12072
2866,"Clark, Starr, Tin Shop",Oswego,12/04/2001,01NR01873,-76.2283781486,43.4601480219,POINT (-76.2283781486 43.4601480219),13114
2867,79th Street Subway Station (IRT),New York,09/17/2004,04NR05288,-73.9800006137,40.7838273909,POINT (-73.9800006137 40.7838273909),10024
2868,Cumming - Parker House (aka The Library),Ulster,02/12/2010,09NR06056,-73.9567137276,41.8309216384,POINT (-73.9567137276 41.8309216384),12429
2869,Young Memorial Church,St. Lawrence,05/18/2011,11NR06201,-75.6632359426,44.5317535348,POINT (-75.6632359426 44.5317535348),13614
2870,Walnut Park Historic District,Onondaga,09/15/1983,90NR02120,-76.13235637,43.0424517959,POINT (-76.13235637 43.0424517959),13210
2871,Valleau Tavern,Sullivan,11/27/1992,92NR00378,-75.0531249798,41.7101706879,POINT (-75.0531249798 41.7101706879),12745
2872,Gardiner-Tyler House,Richmond,11/23/1984,90NR01044,-74.1122066891,40.6236016392,POINT (-74.1122066891 40.6236016392),10310
2873,First Reformed Protestant Dutch Church of Kingston (NHL),Ulster,10/06/2008,07NR05703,-74.0188401428,41.9328710603,POINT (-74.0188401428 41.9328710603),12401
2874,Seippel Bakery and Richard Apartments,Niagara,05/18/2018,17NR00004,-79.0590552821,43.0916030302,POINT (-79.0590552821 43.0916030302),14301
2875,"Congdon, Hiram House",Washington,09/30/1997,96NR01050,-73.4303285907,43.6991422915,POINT (-73.4303285907 43.6991422915),12861
2876,American Hotel,Schoharie,09/09/1975,90NR02688,-74.6168718003,42.7934412837,POINT (-74.6168718003 42.7934412837),13459
2877,Saint Mary's of the Mountain Church,Greene,01/27/1999,99NR01451,-74.2001861304,42.2042932588,POINT (-74.2001861304 42.2042932588),12424
2878,Willard Memorial Chapel,Cayuga,06/08/1989,90NR02888,-76.5633546117,42.9369612918,POINT (-76.5633546117 42.9369612918),13021
2879,St. Mark's Church,Onondaga,03/09/1997,97NR01165,-76.071792621,42.9914625449,POINT (-76.071792621 42.9914625449),13078
2880,East Shore Road Historic District,Suffolk,09/26/1985,90NR01817,-73.4163058963,40.8912529568,POINT (-73.4163058963 40.8912529568),11743
2881,First Congregational Church of Albany,Albany,05/27/2014,14NR06533,-73.7860881331,42.6541070724,POINT (-73.7860881331 42.6541070724),12208
2882,First Baptist Church of Newfane,Niagara,11/15/2004,04NR05251,-78.7081050593,43.2843507172,POINT (-78.7081050593 43.2843507172),14108
2883,United States Post Office-Wappingers Falls,Dutchess,05/11/1989,90NR00442,-73.9172590879,41.5969671364,POINT (-73.9172590879 41.5969671364),12590
2884,Tilley Ladder Company,Albany,05/15/2017,16NR00127,-73.7092028092,42.7080579701,POINT (-73.7092028092 42.7080579701),12189
2885,Selkirk Lighthouse,Oswego,03/30/1979,90NR02138,-76.2021119918,43.574010729,POINT (-76.2021119918 43.574010729),13142
2886,Saint Lawrence University-Old Campus Historic District,St. Lawrence,09/15/1983,90NR02572,-75.1632457432,44.5909618153,POINT (-75.1632457432 44.5909618153),13617
2887,Ilium Building,Rensselaer,12/18/1970,90NR00999,-73.6883721291,42.7325420495,POINT (-73.6883721291 42.7325420495),12181
2888,Lafayette High School,Erie,12/03/1980,90NR01242,-78.8847167277,42.920757038,POINT (-78.8847167277 42.920757038),14213
2889,Davenport Library,Steuben,09/30/1983,90NR02024,-77.3239298901,42.3330679096,POINT (-77.3239298901 42.3330679096),14810
2890,Blue Mountain Fire Observation Station,Hamilton,09/23/2001,00NR01665,-74.4126586465,43.8717789484,POINT (-74.4126586465 43.8717789484),12812
2891,Lady Washington Hose Company,Dutchess,11/26/1982,90NR00406,-73.926113487,41.7022520102,POINT (-73.926113487 41.7022520102),12601
2892,The White House,Otsego,09/04/2012,12NR06365,-75.0587295905,42.6879898575,POINT (-75.0587295905 42.6879898575),13348
2893,Schoharie Village Historic District,Schoharie,04/05/2019,18NR00087,-74.3145132245,42.6668743013,POINT (-74.3145132245 42.6668743013),12157
2894,Chamber of Commerce,Monroe,10/04/1985,90NR01486,-77.6099491521,43.1578566348,POINT (-77.6099491521 43.1578566348),14621
2895,Rapp Road Community Historic District,Albany,12/27/2002,02NR05000,-73.8527258112,42.6958868479,POINT (-73.8527258112 42.6958868479),12203
2896,Congregation B'Nai Israel,Monroe,11/09/2015,15NR00076,-77.6071829474,43.1771761,POINT (-77.6071829474 43.1771761),14621
2897,Larom Cottage,Franklin,11/06/1992,90NR02977,-74.1278766431,44.3333191534,POINT (-74.1278766431 44.3333191534),12983
2898,West Neck Road Historic District,Suffolk,09/26/1985,90NR01855,-73.4329175363,40.8734479004,POINT (-73.4329175363 40.8734479004),11743
2899,Van Patten Barn Complex,Albany,11/10/1982,90NR01668,-73.9638157283,42.7261408147,POINT (-73.9638157283 42.7261408147),12009
2900,United States post Office-Ticonderoga,Essex,05/11/1989,90NR00476,-73.4236576547,43.8480771005,POINT (-73.4236576547 43.8480771005),12883
2901,"Phyfe, James W. and Anne Smith, Estate",Suffolk,08/09/1993,91NR00125,-73.184381995,40.9093112739,POINT (-73.184381995 40.9093112739),11780
2902,Old Bethel Cemetery,Suffolk,11/09/2017,16NR00063,-73.1325581072,40.9349140664,POINT (-73.1325581072 40.9349140664),11790
2903,RKO Keith's Theater,Queens,10/29/1982,90NR01611,-73.8320364379,40.7636744166,POINT (-73.8320364379 40.7636744166),11354
2904,St. Stephen's Episcopal Church,Saratoga,04/06/2005,04NR05336,-73.5836865829,43.0967726592,POINT (-73.5836865829 43.0967726592),12871
2905,New York State Armory,Dutchess,11/26/1982,90NR00413,-73.9292064261,41.7019855346,POINT (-73.9292064261 41.7019855346),12601
2906,Cromwell Manor,Orange,06/03/1996,90NR03229,-74.0444441181,41.4244913607,POINT (-74.0444441181 41.4244913607),12518
2907,Riverside Cemetery,Oswego,08/19/1993,94NR00731,-76.4758484775,43.4235481495,POINT (-76.4758484775 43.4235481495),13126
2908,Southworth Library,Tompkins,06/08/1984,90NR02274,-76.2990183846,42.4909712094,POINT (-76.2990183846 42.4909712094),13053
2909,The Tepee,Otsego,08/18/2011,11NR06217,-74.6846708133,42.8077750252,POINT (-74.6846708133 42.8077750252),
2910,First National Bank of Brewster,Putnam,01/07/1988,90NR02384,-73.6194048095,41.3944371109,POINT (-73.6194048095 41.3944371109),10509
2911,Liverpool Cemetery,Onondaga,05/26/2015,15NR00014,-76.2075031735,43.1093294376,POINT (-76.2075031735 43.1093294376),13088
2912,Bull-Jackson House,Orange,05/17/1974,90NR02295,-74.2764299637,41.4686111348,POINT (-74.2764299637 41.4686111348),10916
2913,Concourse Yard Substation (IND),Bronx,02/09/2006,05NR05425,-73.8888076858,40.8752649479,POINT (-73.8888076858 40.8752649479),10468
2914,Wainscott Windmill,Suffolk,12/27/1978,90NR01789,-72.2369561502,40.9339435057,POINT (-72.2369561502 40.9339435057),11975
2915,Dorothy Riester House & Studio,Madison,03/19/2014,13NR06505,-75.8354919821,42.9127046911,POINT (-75.8354919821 42.9127046911),13035-1381
2916,West Kortright Presbyterian Church,Delaware,11/15/2002,02NR04916,-74.8519351016,42.4021646032,POINT (-74.8519351016 42.4021646032),13757
2917,New York State Soldiers' and Sailors' Home/Bath Veterans Administration Center Historic District,Steuben,01/23/2013,12NR06416,-77.3484174671,42.3461307887,POINT (-77.3484174671 42.3461307887),14810
2918,Reformed Dutch Church of Stone Arabia,Montgomery,09/14/1977,90NR01541,-74.5579090414,42.9423631776,POINT (-74.5579090414 42.9423631776),13428
2919,45th Road - Court House Square Station (Dual System IRT),Queens,03/30/2005,04NR05311,-73.9452777078,40.7469986643,POINT (-73.9452777078 40.7469986643),11101
2920,Cobblestone Railroad Pumphouse,Ontario,05/22/1992,92NR00340,-77.4675622135,43.0087535307,POINT (-77.4675622135 43.0087535307),14564
2921,United States Post Office-Herkimer,Herkimer,05/11/1989,90NR00595,-74.9880270347,43.0257685207,POINT (-74.9880270347 43.0257685207),13350
2922,Stepping Stones,Westchester,07/16/2004,03NR05170,-73.7013820045,41.2465976936,POINT (-73.7013820045 41.2465976936),10507
2923,Lower Dock Hill Road Stone Arch Bridge,Orange,04/28/2010,09NR06083,-74.0032886164,41.4429634968,POINT (-74.0032886164 41.4429634968),12520
2924,St. Mary of the Holy Angels Motherhouse,Erie,10/24/2002,01NR01730,-78.7476854793,42.9725912066,POINT (-78.7476854793 42.9725912066),14221-5323
2925,Fort Johnson,Montgomery,11/28/1972,90NR01551,-74.2403836301,42.9572629162,POINT (-74.2403836301 42.9572629162),12070
2926,"Crow Hill (Whiting, Charles, Residence)",Columbia,05/09/1997,97NR01171,-73.6892609663,42.3894202479,POINT (-73.6892609663 42.3894202479),12106
2927,Sylvan Beach Union Chapel,Oneida,07/24/2009,08NR05914,-75.7297951897,43.1990945026,POINT (-75.7297951897 43.1990945026),13157
2928,Poughkeepsie Almshouse and City Infirmary,Dutchess,12/04/1978,90NR00432,-73.9122049496,41.7010390947,POINT (-73.9122049496 41.7010390947),12601
2929,"Five Lock Combine and Locks 37 & 38, Black River Canal",Oneida,03/20/1973,90NR02046,-75.363060917,43.4033017535,POINT (-75.363060917 43.4033017535),
2930,Conference House,Richmond,10/15/1966,90NR01037,-74.2534592415,40.5029100653,POINT (-74.2534592415 40.5029100653),10307
2931,St. Peter's Church,Albany,03/16/1972,90NR02843,-73.7540183897,42.650990182,POINT (-73.7540183897 42.650990182),12207
2932,Mt. Neboh Synagogue (DEMOLISHED),New York,,94NR00591,-73.9768761527,40.7822325705,POINT (-73.9768761527 40.7822325705),10024
2933,Suffolk County Almshouse Barn,Suffolk,09/11/1986,90NR01779,-72.9198316149,40.8282008562,POINT (-72.9198316149 40.8282008562),11980
2934,Krom Stone House,Ulster,08/10/1995,95NR00845,-74.2296338792,41.8295816983,POINT (-74.2296338792 41.8295816983),12404
2935,"Howland, Augustus, House",Cayuga,05/20/2008,08NR05844,-76.6479113352,42.7580213966,POINT (-76.6479113352 42.7580213966),13118
2936,Jephtha Earl Cobblestone Farmhouse,Yates,05/11/1992,92NR00314,-76.9786128937,42.7576387564,POINT (-76.9786128937 42.7576387564),14527
2937,Cambridge Historic District,Washington,11/15/1978,90NR02759,-73.382020761,43.0264402985,POINT (-73.382020761 43.0264402985),12816
2938,Syracuse Lighting Co,Onondaga,01/11/2017,16NR00089,-76.1547419665,43.057479513,POINT (-76.1547419665 43.057479513),13204
2939,Union Station,Oneida,04/28/1975,90NR02057,-75.2223350136,43.1040763164,POINT (-75.2223350136 43.1040763164),13501
2940,Ramona Park Historic District,Monroe,06/21/2010,09NR06029,-77.651342101,43.197177215,POINT (-77.651342101 43.197177215),14615
2941,West Almond Churches,Allegany,08/02/2000,00NR01639,-77.8842150895,42.2994504297,POINT (-77.8842150895 42.2994504297),14804
2942,Cosman Family Cemetery,Orange,11/08/2006,06NR05631,-74.0042976005,41.582369533,POINT (-74.0042976005 41.582369533),12550
2943,Chester Valentine House,Franklin,02/23/2015,14NR06606,-74.1401918144,44.3227557894,POINT (-74.1401918144 44.3227557894),12983
2944,Butterfield Cobblestone House,Orleans,03/01/2010,09NR06021,-78.0199064522,43.186883374,POINT (-78.0199064522 43.186883374),14470
2945,Floyd Bennett Field,Kings,,11NR06226,-73.8896106404,40.5924134597,POINT (-73.8896106404 40.5924134597),11234
2946,Hemlock Fairground,Livingston,04/06/2000,99NR01555,-77.6108724324,42.7935553479,POINT (-77.6108724324 42.7935553479),14487
2947,Shelter Island Windmill,Suffolk,12/27/1978,90NR01878,-72.3360746794,41.0765636667,POINT (-72.3360746794 41.0765636667),11964
2948,240 Central Park South,New York,05/12/2009,08NR05940,-73.9811777013,40.7673192826,POINT (-73.9811777013 40.7673192826),10019
2949,Gifford Grange Hall,Albany,11/10/1982,90NR01657,-74.0146547751,42.7401872174,POINT (-74.0146547751 42.7401872174),12009
2950,United States Post Office-Geneva,Ontario,05/11/1989,90NR01992,-76.9831148295,42.8676694827,POINT (-76.9831148295 42.8676694827),14456
2951,St. Anselm's Roman Catholic Church Complex,Bronx,02/05/2014,13NR06497,-73.9056453526,40.8161995355,POINT (-73.9056453526 40.8161995355),10455
2952,Murray Street Historic District,Livingston,03/01/1996,96NR00910,-77.8765019632,42.7224913682,POINT (-77.8765019632 42.7224913682),14510
2953,"Seward, William Henry, Memorial",Orange,12/09/1999,99NR01560,-74.3570091627,41.3336951747,POINT (-74.3570091627 41.3336951747),10921
2954,Tibbetts Point Light,Jefferson,07/19/1984,90NR01119,-76.3699931047,44.100777285,POINT (-76.3699931047 44.100777285),
2955,Schine's Auburn Theatre,Cayuga,03/15/2000,94NR00741,-76.5656304944,42.9310922521,POINT (-76.5656304944 42.9310922521),13021
2956,Ashton Residence,Onondaga,02/14/1997,96NR01127,-76.1100233959,43.0454661181,POINT (-76.1100233959 43.0454661181),13224
2957,Bouwerie Lane Theater,New York,04/23/1980,90NR00673,-73.9923698636,40.7259200547,POINT (-73.9923698636 40.7259200547),10012
2958,Forks in the Road Schoolhouse,Schoharie,07/06/2005,05NR05431,-74.56294716,42.4119105467,POINT (-74.56294716 42.4119105467),12167
2959,Seneca Presbyterian Church,Ontario,05/25/1973,90NR01984,-77.0518824024,42.8144793828,POINT (-77.0518824024 42.8144793828),14456
2960,"Mould, Moses, House",Orange,08/22/2002,02NR01923,-74.2660043456,41.5284627775,POINT (-74.2660043456 41.5284627775),12549
2961,Pennsylvania Railroad Station,Chautauqua,08/06/1993,93NR00447,-79.4955581438,42.2444181563,POINT (-79.4955581438 42.2444181563),14757
2962,"Diebolt, Edward A., House",Erie,07/12/2006,06NR05565,-78.8235852866,42.9557443711,POINT (-78.8235852866 42.9557443711),14214
2963,Windmill at Water Mill,Suffolk,12/27/1978,90NR01888,-72.3534550841,40.9097327603,POINT (-72.3534550841 40.9097327603),11976
2964,Old Dutch Church Parsonage (Julia Dillon Home),Ulster,08/15/2001,01NR01782,-74.020742541,41.9309323082,POINT (-74.020742541 41.9309323082),12401
2965,"Hawkins, Robert, Homestead",Suffolk,04/10/1986,90NR01777,-72.9170351459,40.8360034214,POINT (-72.9170351459 40.8360034214),11980
2966,Croghan Island Mill,Lewis,07/30/2010,09NR06053,-75.3924623657,43.898323817,POINT (-75.3924623657 43.898323817),13305
2967,"Cutting, Bayard, Estate",Suffolk,10/02/1973,90NR01870,-73.1624153736,40.7478905571,POINT (-73.1624153736 40.7478905571),11752
2968,East Bloomfield Historic District,Ontario,11/13/1989,94NR00699,-77.4339367192,42.8952209488,POINT (-77.4339367192 42.8952209488),14469
2969,District School 2,Chenango,02/25/2004,03NR05140,-75.5978430545,42.3147237794,POINT (-75.5978430545 42.3147237794),13733
